protein1,protein2,tm_score,sequence_divergence,patristic_distance
P005065001328_Drosophila_ananassae_part2_of2,P005102009206_Drosophila_virilis_part1_of1,0.87623,0.6694214876033058,1.8674871079999997
P005065001328_Drosophila_ananassae_part2_of2,P005103011421_Drosophila_willistoni_part1_of1,0.88288,0.6598360655737705,2.071901853
P005065001328_Drosophila_ananassae_part2_of2,P005103011422_Drosophila_willistoni_part1_of1,0.87033,0.6938775510204082,2.029900424
P005065001328_Drosophila_ananassae_part2_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.88048,0.680327868852459,2.268283766
P005065003751_Drosophila_ananassae_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.87792,0.75,2.4470641790000003
P005065003751_Drosophila_ananassae_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.89228,0.6707818930041152,2.024292404
P005065003751_Drosophila_ananassae_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88247,0.7272727272727273,2.310221736
P005065003751_Drosophila_ananassae_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.92788,0.19678714859437751,0.34116635399999995
P005065003751_Drosophila_ananassae_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88787,0.6995884773662551,2.5074933680000004
P005065003751_Drosophila_ananassae_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.88377,0.689795918367347,2.069629282
P005065003751_Drosophila_ananassae_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.90132,0.19678714859437751,0.44517599
P005065003751_Drosophila_ananassae_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.812,0.6475770925110131,2.017461988
P005065003751_Drosophila_ananassae_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.91248,0.132,0.23236129700000002
P005065003751_Drosophila_ananassae_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.86137,0.7078189300411523,2.455481661
P005065003751_Drosophila_ananassae_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.91729,0.05600000000000005,0.062869523
P005065003751_Drosophila_ananassae_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86788,0.7078189300411523,2.5545469240000003
P005065003751_Drosophila_ananassae_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.84959,0.6933333333333334,2.575687942
P005065003751_Drosophila_ananassae_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.91861,0.11599999999999999,0.148202392
P005065003751_Drosophila_ananassae_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.89486,0.13716814159292035,0.29735549
P005065003751_Drosophila_ananassae_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.84699,0.7079646017699115,2.106954726
P005065003751_Drosophila_ananassae_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.9137,0.12,0.214302657
P005065003751_Drosophila_ananassae_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.87238,0.7037037037037037,2.450438111
P005065003751_Drosophila_ananassae_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.85622,0.6995884773662551,2.442339232
P005065003751_Drosophila_ananassae_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.87873,0.7078189300411523,2.455623634
P005065003751_Drosophila_ananassae_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.91256,0.10399999999999998,0.178083873
P005065003751_Drosophila_ananassae_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.91607,0.14,0.205635821
P005065003751_Drosophila_ananassae_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.79145,0.7167381974248928,2.2703041710000003
P005065003751_Drosophila_ananassae_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.92174,0.17741935483870963,0.419460291
P005065003751_Drosophila_ananassae_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.87967,0.6983471074380165,2.064722746
P005065003751_Drosophila_ananassae_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.88828,0.7201646090534979,2.3504602300000004
P005065003751_Drosophila_ananassae_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.87648,0.7201646090534979,2.3504602300000004
P005065003751_Drosophila_ananassae_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.91883,0.17600000000000005,0.278850308
P005065003751_Drosophila_ananassae_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.90256,0.6680327868852459,2.097718303
P005065003751_Drosophila_ananassae_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.9032,0.1887550200803213,0.398528736
P005065003751_Drosophila_ananassae_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.86281,0.6900826446280992,2.370537343
P005065003751_Drosophila_ananassae_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.91124,0.1887550200803213,0.33871332099999996
P005065003751_Drosophila_ananassae_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.83532,0.6696035242290749,2.017199522
P005065003751_Drosophila_ananassae_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.91257,0.07599999999999996,0.096342791
P005065003751_Drosophila_ananassae_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.85865,0.7244444444444444,2.600111764
P005065003751_Drosophila_ananassae_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.86466,0.6956521739130435,2.359969902
P005065003751_Drosophila_ananassae_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.95606,0.10399999999999998,0.150593797
P005065003751_Drosophila_ananassae_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.76402,0.7087378640776699,2.645793457
P005065003751_Drosophila_ananassae_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.84996,0.7107438016528926,2.542000699
P005065003751_Drosophila_ananassae_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.87239,0.7242798353909465,2.635799717
P005065003751_Drosophila_ananassae_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.94943,0.128,0.19142049400000002
P005065003751_Drosophila_ananassae_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.9029,0.7078189300411523,2.443328309
P005065003751_Drosophila_ananassae_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.91577,0.124,0.19533441
P005065003751_Drosophila_ananassae_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.8733,0.7037037037037037,2.4426532580000004
P005065003751_Drosophila_ananassae_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.87998,0.7242798353909465,2.2865644300000003
P005065003751_Drosophila_ananassae_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.90678,0.18799999999999994,0.24700253800000002
P005065003751_Drosophila_ananassae_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.92432,0.20481927710843373,0.44757933600000005
P005065003751_Drosophila_ananassae_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.83866,0.649789029535865,2.066117477
P005065003751_Drosophila_ananassae_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.9304,0.20481927710843373,0.429221128
P005065003751_Drosophila_ananassae_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.88915,0.6487603305785123,2.0292768310000002
P005065003751_Drosophila_ananassae_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.87073,0.6611570247933884,2.130499941
P005065003751_Drosophila_ananassae_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.9089,0.1807228915662651,0.36780546
P005065003751_Drosophila_ananassae_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.87533,0.6694214876033058,2.014695135
P005065003751_Drosophila_ananassae_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.89239,0.7119341563786008,2.3361955840000004
P005065003751_Drosophila_ananassae_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.85343,0.680161943319838,2.105294127
P005065003751_Drosophila_ananassae_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.96116,0.19199999999999995,0.274770157
P005065003751_Drosophila_ananassae_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.88722,0.7242798353909465,2.2826366250000003
P005065003751_Drosophila_ananassae_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.96644,0.18799999999999994,0.24700253800000002
P005065003751_Drosophila_ananassae_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.92408,0.11599999999999999,0.21985111200000002
P005065003751_Drosophila_ananassae_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.91683,0.14,0.219112517
P005065003751_Drosophila_ananassae_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.86267,0.7037037037037037,2.4426198610000003
P005065003751_Drosophila_ananassae_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.91417,0.132,0.195365026
P005065003751_Drosophila_ananassae_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.87973,0.7037037037037037,2.438730721
P005065003751_Drosophila_ananassae_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.90588,0.14400000000000002,0.200490328
P005065003751_Drosophila_ananassae_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.81886,0.7110091743119267,2.512322234
P005065003751_Drosophila_ananassae_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.8563,0.7125,2.437103932
P005065003751_Drosophila_ananassae_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.87889,0.7201646090534979,2.3068921030000005
P005065003751_Drosophila_ananassae_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.87713,0.688259109311741,2.07174826
P005065003751_Drosophila_ananassae_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.90523,0.18000000000000005,0.26034998000000004
P005065003751_Drosophila_ananassae_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.91087,0.132,0.228987047
P005065003751_Drosophila_ananassae_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.87388,0.7119341563786008,2.4007697340000003
P005065003751_Drosophila_ananassae_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.86682,0.7160493827160495,2.42063283
P005065003751_Drosophila_ananassae_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.90281,0.132,0.247824164
P005065003751_Drosophila_ananassae_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.89135,0.136,0.26033178300000004
P005065003751_Drosophila_ananassae_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.87635,0.7119341563786008,2.407664842
P005065003751_Drosophila_ananassae_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.91486,0.136,0.20728846700000003
P005065003751_Drosophila_ananassae_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.86528,0.6954732510288066,2.4310116570000004
P005065003751_Drosophila_ananassae_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.94538,0.1807228915662651,0.36780546
P005065003751_Drosophila_ananassae_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.87983,0.6735537190082644,2.0418566
P005065003751_Drosophila_ananassae_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.88364,0.6885245901639344,2.2462713450000003
P005065003751_Drosophila_ananassae_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.92625,0.16800000000000004,0.266034748
P005065003751_Drosophila_ananassae_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.89071,0.7037037037037037,2.4426532580000004
P005066011807_Drosophila_arizonae_part1_of2,B4KE22_Drosophila_mojavensisREF_part1_of1,0.78906,0.7591836734693878,2.586476563
P005066011807_Drosophila_arizonae_part1_of2,P005064008787_Drosophila_albomicans_part1_of2,0.82584,0.70703125,2.163704788
P005066011807_Drosophila_arizonae_part1_of2,P005064008787_Drosophila_albomicans_part2_of2,0.79852,0.7178423236514523,2.44963412
P005066011807_Drosophila_arizonae_part1_of2,P005064013138_Drosophila_albomicans_part1_of1,0.8318,0.15537848605577687,0.21719653799999997
P005066011807_Drosophila_arizonae_part1_of2,P005065001328_Drosophila_ananassae_part1_of2,0.84593,0.7022900763358779,2.6469057520000003
P005066011807_Drosophila_arizonae_part1_of2,P005065001328_Drosophila_ananassae_part2_of2,0.81024,0.7217741935483871,2.209041666
P005066011807_Drosophila_arizonae_part1_of2,P005065003751_Drosophila_ananassae_part1_of1,0.82112,0.19678714859437751,0.44517599
P005066011807_Drosophila_arizonae_part1_of2,P005066011807_Drosophila_arizonae_part2_of2,0.7491,0.6592920353982301,2.156874372
P005066011807_Drosophila_arizonae_part1_of2,P005067004171_Drosophila_biarmipes_part1_of1,0.83454,0.1807228915662651,0.47915929299999993
P005066011807_Drosophila_arizonae_part1_of2,P005067004172_Drosophila_biarmipes_part1_of1,0.79809,0.7024793388429752,2.5948940449999998
P005066011807_Drosophila_arizonae_part1_of2,P005068011778_Drosophila_bipectinata_part1_of2,0.83066,0.2277992277992278,0.44760239500000004
P005066011807_Drosophila_arizonae_part1_of2,P005068011778_Drosophila_bipectinata_part2_of2,0.80711,0.6900826446280992,2.693959308
P005066011807_Drosophila_arizonae_part1_of2,P005070006661_Drosophila_bunnanda_part1_of1,0.79085,0.6888888888888889,2.715100326
P005066011807_Drosophila_arizonae_part1_of2,P005070006662_Drosophila_bunnanda_part1_of1,0.84042,0.19277108433734935,0.35871307
P005066011807_Drosophila_arizonae_part1_of2,P005071004180_Drosophila_busckii_part1_of1,0.8074,0.10176991150442483,0.22804495399999997
P005066011807_Drosophila_arizonae_part1_of2,P005071007432_Drosophila_busckii_part1_of1,0.78489,0.7035398230088495,2.24636711
P005066011807_Drosophila_arizonae_part1_of2,P005072008715_Drosophila_elegans_part1_of1,0.83482,0.2168674698795181,0.46110065299999997
P005066011807_Drosophila_arizonae_part1_of2,P005072008716_Drosophila_elegans_part1_of1,0.80146,0.6983471074380165,2.589850495
P005066011807_Drosophila_arizonae_part1_of2,P005073012561_Drosophila_erecta_part1_of1,0.80172,0.6983471074380165,2.581751616
P005066011807_Drosophila_arizonae_part1_of2,P005074010565_Drosophila_eugracilis_part1_of1,0.80583,0.6942148760330579,2.595036018
P005066011807_Drosophila_arizonae_part1_of2,P005074010571_Drosophila_eugracilis_part1_of1,0.83345,0.19277108433734935,0.42488186899999997
P005066011807_Drosophila_arizonae_part1_of2,P005075007245_Drosophila_ficusphila_part1_of1,0.82166,0.2088353413654619,0.45243381699999996
P005066011807_Drosophila_arizonae_part1_of2,P005076010725_Drosophila_grimshawi_part1_of1,0.7269,0.7112068965517242,2.409716555
P005066011807_Drosophila_arizonae_part1_of2,P005076010744_Drosophila_grimshawi_part1_of1,0.82501,0.14516129032258063,0.232406563
P005066011807_Drosophila_arizonae_part1_of2,P005076010745_Drosophila_grimshawi_part1_of1,0.80342,0.6929460580912863,2.20413513
P005066011807_Drosophila_arizonae_part1_of2,P005077009626_Drosophila_guanche_part1_of1,0.80747,0.7242798353909465,2.4898726140000003
P005066011807_Drosophila_arizonae_part1_of2,P005077011090_Drosophila_guanche_part1_of1,0.79891,0.7242798353909465,2.4898726140000003
P005066011807_Drosophila_arizonae_part1_of2,P005077011621_Drosophila_guanche_part1_of1,0.82687,0.22891566265060237,0.418262692
P005066011807_Drosophila_arizonae_part1_of2,P005078005510_Drosophila_hydei_part1_of1,0.80506,0.6831275720164609,2.237130687
P005066011807_Drosophila_arizonae_part1_of2,P005078006118_Drosophila_hydei_part1_of1,0.81884,0.08300395256916993,0.10613172200000001
P005066011807_Drosophila_arizonae_part1_of2,P005079010340_Drosophila_innubila_part1_of1,0.78167,0.7012448132780082,2.509949727
P005066011807_Drosophila_arizonae_part1_of2,P005079011844_Drosophila_innubila_part1_of2,0.8477,0.14229249011857703,0.21474350499999997
P005066011807_Drosophila_arizonae_part1_of2,P005079011844_Drosophila_innubila_part2_of2,0.77246,0.6828193832599119,2.156611906
P005066011807_Drosophila_arizonae_part1_of2,P005080010494_Drosophila_ironensis_part1_of1,0.83762,0.20481927710843373,0.44608047100000003
P005066011807_Drosophila_arizonae_part1_of2,P005080010499_Drosophila_ironensis_part1_of1,0.78915,0.72,2.739524148
P005066011807_Drosophila_arizonae_part1_of2,P005080012110_Drosophila_ironensis_part1_of1,0.80451,0.7086956521739131,2.499382286
P005066011807_Drosophila_arizonae_part1_of2,P005081003743_Drosophila_kikkawai_part1_of3,0.82197,0.20318725099601598,0.36110447500000004
P005066011807_Drosophila_arizonae_part1_of2,P005081003743_Drosophila_kikkawai_part2_of3,0.70896,0.7087378640776699,2.785205841
P005066011807_Drosophila_arizonae_part1_of2,P005081003743_Drosophila_kikkawai_part3_of3,0.80386,0.7053941908713692,2.681413083
P005066011807_Drosophila_arizonae_part1_of2,P005081004694_Drosophila_kikkawai_part1_of1,0.80301,0.71900826446281,2.7752121009999997
P005066011807_Drosophila_arizonae_part1_of2,P005082012188_Drosophila_mauritiana_part1_of1,0.81777,0.20481927710843373,0.43821848999999996
P005066011807_Drosophila_arizonae_part1_of2,P005082012529_Drosophila_mauritiana_part1_of1,0.80245,0.6983471074380165,2.582740693
P005066011807_Drosophila_arizonae_part1_of2,P005083008909_Drosophila_melanogaster_part1_of1,0.83471,0.20481927710843373,0.4421324059999999
P005066011807_Drosophila_arizonae_part1_of2,P005083008910_Drosophila_melanogaster_part1_of1,0.80355,0.6942148760330579,2.5820656420000003
P005066011807_Drosophila_arizonae_part1_of2,P005084006084_Drosophila_miranda_part1_of1,0.81052,0.7242798353909465,2.425976814
P005066011807_Drosophila_arizonae_part1_of2,P005084006085_Drosophila_miranda_part1_of1,0.83375,0.23694779116465858,0.386414922
P005066011807_Drosophila_arizonae_part1_of2,P005085005288_Drosophila_mojavensis_part1_of1,0.83748,0.019607843137254943,0.020695232
P005066011807_Drosophila_arizonae_part1_of2,P005085005289_Drosophila_mojavensis_part1_of1,0.76836,0.6779661016949152,2.205529861
P005066011807_Drosophila_arizonae_part1_of2,P005086002813_Drosophila_navojoa_part1_of1,0.83746,0.035573122529644285,0.042326654
P005066011807_Drosophila_arizonae_part1_of2,P005086003013_Drosophila_navojoa_part1_of1,0.80241,0.6721991701244814,2.168689215
P005066011807_Drosophila_arizonae_part1_of2,P005087007713_Drosophila_novamexicana_part1_of1,0.80218,0.6929460580912863,2.269912325
P005066011807_Drosophila_arizonae_part1_of2,P005087007760_Drosophila_novamexicana_part1_of1,0.83794,0.12749003984063745,0.180751732
P005066011807_Drosophila_arizonae_part1_of2,P005087007761_Drosophila_novamexicana_part1_of1,0.80088,0.6721991701244814,2.154107519
P005066011807_Drosophila_arizonae_part1_of2,P005088004783_Drosophila_obscura_part1_of1,0.81249,0.7008196721311475,2.4756079680000003
P005066011807_Drosophila_arizonae_part1_of2,P005088004859_Drosophila_obscura_part1_of1,0.80546,0.692,2.244706511
P005066011807_Drosophila_arizonae_part1_of2,P005088004876_Drosophila_obscura_part1_of1,0.81329,0.23694779116465858,0.41418254099999996
P005066011807_Drosophila_arizonae_part1_of2,P005089006354_Drosophila_persimilis_part1_of1,0.80829,0.7242798353909465,2.422049009
P005066011807_Drosophila_arizonae_part1_of2,P005089006356_Drosophila_persimilis_part1_of1,0.81448,0.23694779116465858,0.386414922
P005066011807_Drosophila_arizonae_part1_of2,P005091006300_Drosophila_rhopaloa_part1_of1,0.82208,0.21285140562248994,0.4666491079999999
P005066011807_Drosophila_arizonae_part1_of2,P005092009946_Drosophila_santomea_part1_of1,0.83514,0.2168674698795181,0.46591051299999997
P005066011807_Drosophila_arizonae_part1_of2,P005092009948_Drosophila_santomea_part1_of1,0.79238,0.7024793388429752,2.582032245
P005066011807_Drosophila_arizonae_part1_of2,P005093013422_Drosophila_sechellia_part1_of1,0.8185,0.21285140562248994,0.44216302199999996
P005066011807_Drosophila_arizonae_part1_of2,P005093013423_Drosophila_sechellia_part1_of1,0.79861,0.6942148760330579,2.578143105
P005066011807_Drosophila_arizonae_part1_of2,P005095004731_Drosophila_setifemur_part1_of1,0.83223,0.23694779116465858,0.447288324
P005066011807_Drosophila_arizonae_part1_of2,P005095011902_Drosophila_setifemur_part1_of1,0.76006,0.7110091743119267,2.651734618
P005066011807_Drosophila_arizonae_part1_of2,P005095011903_Drosophila_setifemur_part1_of1,0.8196,0.7112970711297071,2.5765163159999998
P005066011807_Drosophila_arizonae_part1_of2,P005097008429_Drosophila_subobscura_part1_of2,0.81339,0.7298387096774194,2.4463044870000004
P005066011807_Drosophila_arizonae_part1_of2,P005097008429_Drosophila_subobscura_part2_of2,0.79819,0.7,2.211160644
P005066011807_Drosophila_arizonae_part1_of2,P005097009271_Drosophila_subobscura_part1_of1,0.8339,0.23694779116465858,0.399762364
P005066011807_Drosophila_arizonae_part1_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.85342,0.2574626865671642,0.47578504299999996
P005066011807_Drosophila_arizonae_part1_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.80027,0.7107438016528926,2.540182118
P005066011807_Drosophila_arizonae_part1_of2,P005099002466_Drosophila_suzukii_part1_of1,0.79886,0.7148760330578512,2.560045214
P005066011807_Drosophila_arizonae_part1_of2,P005099007453_Drosophila_suzukii_part1_of1,0.83709,0.2168674698795181,0.4946221599999999
P005066011807_Drosophila_arizonae_part1_of2,P005100011380_Drosophila_takahashii_part1_of2,0.85208,0.26415094339622647,0.507129779
P005066011807_Drosophila_arizonae_part1_of2,P005100011380_Drosophila_takahashii_part2_of2,0.80475,0.7066115702479339,2.547077226
P005066011807_Drosophila_arizonae_part1_of2,P005101009090_Drosophila_teissieri_part1_of1,0.83505,0.21285140562248994,0.45408646299999994
P005066011807_Drosophila_arizonae_part1_of2,P005101009092_Drosophila_teissieri_part1_of1,0.79539,0.6900826446280992,2.5704240410000003
P005066011807_Drosophila_arizonae_part1_of2,P005102009205_Drosophila_virilis_part1_of1,0.82424,0.12749003984063745,0.180751732
P005066011807_Drosophila_arizonae_part1_of2,P005102009206_Drosophila_virilis_part1_of1,0.80141,0.6763485477178424,2.181268984
P005066011807_Drosophila_arizonae_part1_of2,P005103011421_Drosophila_willistoni_part1_of1,0.80094,0.6954732510288066,2.385683729
P005066011807_Drosophila_arizonae_part1_of2,P005103011422_Drosophila_willistoni_part1_of1,0.82545,0.14457831325301207,0.282726952
P005066011807_Drosophila_arizonae_part1_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.8009,0.6942148760330579,2.5820656420000003
P005066011807_Drosophila_arizonae_part2_of2,B4KE22_Drosophila_mojavensisREF_part1_of1,0.86998,0.7913043478260869,2.796525829
P005066011807_Drosophila_arizonae_part2_of2,P005064008787_Drosophila_albomicans_part1_of2,0.89647,0.28510638297872337,0.4057350940000001
P005066011807_Drosophila_arizonae_part2_of2,P005064008787_Drosophila_albomicans_part2_of2,0.89616,0.4553191489361702,0.9404625200000001
P005066011807_Drosophila_arizonae_part2_of2,P005064013138_Drosophila_albomicans_part1_of1,0.85998,0.6371681415929203,2.052864736
P005066011807_Drosophila_arizonae_part2_of2,P005065001328_Drosophila_ananassae_part1_of2,0.89119,0.4545454545454546,1.137734152
P005066011807_Drosophila_arizonae_part2_of2,P005065001328_Drosophila_ananassae_part2_of2,0.88083,0.6651982378854626,1.8430924959999997
P005066011807_Drosophila_arizonae_part2_of2,P005065003751_Drosophila_ananassae_part1_of1,0.8614,0.6475770925110131,2.017461988
P005066011807_Drosophila_arizonae_part2_of2,P005066011807_Drosophila_arizonae_part1_of2,0.87177,0.6592920353982301,2.156874372
P005066011807_Drosophila_arizonae_part2_of2,P005067004171_Drosophila_biarmipes_part1_of1,0.86819,0.6607929515418502,2.051445291
P005066011807_Drosophila_arizonae_part2_of2,P005067004172_Drosophila_biarmipes_part1_of1,0.89005,0.4415584415584416,1.085722445
P005066011807_Drosophila_arizonae_part2_of2,P005068011778_Drosophila_bipectinata_part1_of2,0.85159,0.6475770925110131,2.019888393
P005066011807_Drosophila_arizonae_part2_of2,P005068011778_Drosophila_bipectinata_part2_of2,0.87908,0.46808510638297873,1.184787708
P005066011807_Drosophila_arizonae_part2_of2,P005070006661_Drosophila_bunnanda_part1_of1,0.87233,0.430622009569378,1.205928726
P005066011807_Drosophila_arizonae_part2_of2,P005070006662_Drosophila_bunnanda_part1_of1,0.87638,0.6475770925110131,1.930999068
P005066011807_Drosophila_arizonae_part2_of2,P005071004180_Drosophila_busckii_part1_of1,0.83224,0.6459330143540669,2.009053872
P005066011807_Drosophila_arizonae_part2_of2,P005071007432_Drosophila_busckii_part1_of1,0.86775,0.2761904761904762,0.48839741600000003
P005066011807_Drosophila_arizonae_part2_of2,P005072008715_Drosophila_elegans_part1_of1,0.87063,0.6607929515418502,2.033386651
P005066011807_Drosophila_arizonae_part2_of2,P005072008716_Drosophila_elegans_part1_of1,0.89343,0.4285714285714286,1.080678895
P005066011807_Drosophila_arizonae_part2_of2,P005073012561_Drosophila_erecta_part1_of1,0.87163,0.4372294372294372,1.072580016
P005066011807_Drosophila_arizonae_part2_of2,P005074010565_Drosophila_eugracilis_part1_of1,0.89643,0.4458874458874459,1.0858644179999999
P005066011807_Drosophila_arizonae_part2_of2,P005074010571_Drosophila_eugracilis_part1_of1,0.87207,0.6651982378854626,1.997167867
P005066011807_Drosophila_arizonae_part2_of2,P005075007245_Drosophila_ficusphila_part1_of1,0.83921,0.6651982378854626,2.0247198149999996
P005066011807_Drosophila_arizonae_part2_of2,P005076010725_Drosophila_grimshawi_part1_of1,0.77529,0.45945945945945943,0.7968821850000001
P005066011807_Drosophila_arizonae_part2_of2,P005076010744_Drosophila_grimshawi_part1_of1,0.85455,0.663716814159292,2.1311586730000003
P005066011807_Drosophila_arizonae_part2_of2,P005076010745_Drosophila_grimshawi_part1_of1,0.90108,0.36796536796536794,0.59130076
P005066011807_Drosophila_arizonae_part2_of2,P005077009626_Drosophila_guanche_part1_of1,0.90255,0.4199134199134199,0.9807010139999999
P005066011807_Drosophila_arizonae_part2_of2,P005077011090_Drosophila_guanche_part1_of1,0.87734,0.4199134199134199,0.9807010139999999
P005066011807_Drosophila_arizonae_part2_of2,P005077011621_Drosophila_guanche_part1_of1,0.84529,0.6519823788546255,1.91173934
P005066011807_Drosophila_arizonae_part2_of2,P005078005510_Drosophila_hydei_part1_of1,0.90562,0.1255411255411255,0.135069871
P005066011807_Drosophila_arizonae_part2_of2,P005078006118_Drosophila_hydei_part1_of1,0.8439,0.668141592920354,2.110227118
P005066011807_Drosophila_arizonae_part2_of2,P005079010340_Drosophila_innubila_part1_of1,0.86639,0.48917748917748916,1.000778127
P005066011807_Drosophila_arizonae_part2_of2,P005079011844_Drosophila_innubila_part1_of2,0.8798,0.6504424778761062,2.050411703
P005066011807_Drosophila_arizonae_part2_of2,P005079011844_Drosophila_innubila_part2_of2,0.87696,0.23584905660377353,0.39864221200000005
P005066011807_Drosophila_arizonae_part2_of2,P005080010494_Drosophila_ironensis_part1_of1,0.87602,0.6475770925110131,2.018366469
P005066011807_Drosophila_arizonae_part2_of2,P005080010499_Drosophila_ironensis_part1_of1,0.87212,0.4593301435406698,1.230352548
P005066011807_Drosophila_arizonae_part2_of2,P005080012110_Drosophila_ironensis_part1_of1,0.88677,0.4252336448598131,0.990210686
P005066011807_Drosophila_arizonae_part2_of2,P005081003743_Drosophila_kikkawai_part1_of3,0.85389,0.6475770925110131,1.933390473
P005066011807_Drosophila_arizonae_part2_of2,P005081003743_Drosophila_kikkawai_part2_of3,0.8556,0.47549019607843135,1.276034241
P005066011807_Drosophila_arizonae_part2_of2,P005081003743_Drosophila_kikkawai_part3_of3,0.87459,0.46351931330472107,1.172241483
P005066011807_Drosophila_arizonae_part2_of2,P005081004694_Drosophila_kikkawai_part1_of1,0.88012,0.5043478260869565,1.266040501
P005066011807_Drosophila_arizonae_part2_of2,P005082012188_Drosophila_mauritiana_part1_of1,0.86171,0.6519823788546255,2.010504488
